"","value"
"chr1-0001",0.047125185397449
"chr1-0002",0.00115483245047374
"chr1-0003",-0.0702113480262003
"chr1-0004",-0.759623387536587
"chr1-0005",-0.705106910842073
"chr1-0006",-0.744715855392294
"chr1-0007",-0.606894172825094
"chr1-0008",-0.703511118564855
"chr1-0009",-0.871479133639366
"chr1-0010",-0.732760195304035
"chr1-0011",-0.664382945288428
"chr1-0012",-0.655244483353178
"chr1-0013",-0.62716936041239
"chr1-0014",-0.77250466836401
"chr1-0015",-0.631202020833975
"chr1-0016",-0.17065370773698
"chr1-0017",-0.188071851708047
"chr1-0018",-0.147255594251875
"chr1-0019",-0.145940350720464
"chr1-0020",-0.420484626146513
"chr1-0021",-0.0523262859288158
"chr1-0022",-0.190017843098313
"chr1-0023",-0.196810461325018
"chr1-0024",-0.0935132656532664
"chr1-0025",-0.199294248001911
"chr1-0026",-0.150050280954853
"chr1-0027",0.0278130986562392
"chr1-0028",-0.115986788475853
"chr1-0029",-0.0957304880258292
"chr1-0030",-0.0813699959346474
"chr1-0031",-0.159637507072145
"chr1-0032",-0.0712046797367805
"chr1-0033",-0.124139392268788
"chr1-0034",-0.21725843168501
"chr1-0035",-0.183320061221039
"chr1-0036",-0.0742337641874713
"chr1-0037",-0.094084271597915
"chr1-0038",-0.0434511559447975
"chr1-0039",-0.143176375856443
"chr1-0040",-0.117169129451446
"chr1-0041",-0.129320429769176
"chr1-0042",-0.0251793721381025
"chr1-0043",-0.00842115276559207
"chr1-0044",-0.155116650060066
"chr1-0045",-0.0544149938071453
"chr1-0046",-0.0390490172127106
"chr1-0047",-0.0200953218989543
"chr1-0048",-0.0794065224460046
"chr1-0049",-0.0244883670051989
"chr1-0050",-0.0127580978067507
"chr1-0051",-0.0555416219061251
"chr1-0052",-0.170401203729578
"chr1-0053",-0.207516873246494
"chr1-0054",-0.0854092470704295
"chr1-0055",-0.00577067864460176
"chr1-0056",-0.241266592705524
"chr1-0057",-0.110921032111795
"chr1-0058",-0.163887352083852
"chr1-0059",0.0376282110317207
"chr1-0060",-0.0537936888455102
"chr1-0061",0.00129705460982135
"chr1-0062",0.125957358764448
"chr1-0063",0.0934452618455457
"chr1-0064",0.0584250398601104
"chr1-0065",0.0442822799306011
"chr1-0066",0.302615137654253
"chr1-0067",0.105168677722673
"chr1-0068",-0.0553894453730676
"chr1-0069",0.0569974437052101
"chr1-0070",0.168588969700619
"chr1-0071",0.265341737499853
"chr1-0072",0.124644442943192
"chr1-0073",0.104097288261156
"chr1-0074",-0.0528058582988474
"chr1-0075",0.0548568495668724
"chr1-0076",0.164214919430721
"chr1-0077",0.00385653930066734
"chr1-0078",-0.0215061843054647
"chr1-0079",-0.0599705173050593
"chr1-0080",-0.119269730484289
"chr1-0081",-0.123704151991104
"chr1-0082",-0.157497460482564
"chr1-0083",-0.0672462900970952
"chr1-0084",0.0015581242250803
"chr1-0085",-0.152814057634344
"chr1-0086",-0.141809710143503
"chr1-0087",-0.106247257874149
"chr1-0088",-0.0874053499291026
"chr1-0089",-0.106040356577723
"chr1-0090",-0.0480479792150568
"chr1-0091",0.109818095768612
"chr1-0092",-0.116832728524331
"chr1-0093",0.274530447964476
"chr1-0094",0.0125990879214103
"chr1-0095",0.0515718319537891
"chr1-0096",0.0258559338678911
"chr1-0097",0.139308394748467
"chr1-0098",0.270571385662899
"chr1-0099",0.0896685043008019
"chr1-0100",0.102262898708112
"chr1-0101",0.0977482365207518
"chr1-0102",0.0254603394760836
"chr1-0103",-0.0269363472399159
"chr1-0104",0.0404859254365709
"chr1-0105",0.0237952576066829
"chr1-0106",0.0361413962213693
"chr1-0107",0.100770353449252
"chr1-0108",0.242848089744034
"chr1-0109",-0.00677508247648265
"chr1-0110",0.0503089893677622
"chr1-0111",0.128898942597076
"chr1-0112",0.350671860052939
"chr1-0113",0.164539420161883
"chr1-0114",0.151005765200827
"chr1-0115",0.0575634267920628
"chr1-0116",-0.0207476773734632
"chr1-0117",0.176750269443088
"chr1-0118",0.20157332574357
"chr1-0119",0.272445944178664
"chr1-0120",0.31921425198994
"chr1-0121",0.306512729030678
"chr1-0122",0.123627737281133
"chr1-0123",0.214124378109057
"chr1-0124",0.129679923333376
"chr1-0125",0.0463705539603719
"chr1-0126",0.0932012749750614
"chr1-0127",-0.0258922562010061
"chr1-0128",-0.0666476423418468
"chr1-0129",-0.0536689358904414
"chr1-0130",-0.0899788890725469
"chr1-0131",0.0317378565160875
"chr1-0132",-0.0386052409711943
"chr1-0133",0.0934910743343269
"chr1-0134",-0.0442649567717616
"chr1-0135",-0.0831803701935817
"chr1-0136",-0.298287870545573
"chr1-0137",-0.0688298517831686
"chr1-0138",-0.169450676656394
"chr1-0139",-0.244012964585396
"chr1-0140",-0.0077963140740532
"chr1-0141",0.171057866162127
"chr1-0142",0.0213048649105512
"chr1-0143",0.0336072554531825
"chr1-0144",-0.046180462267136
"chr1-0145",-0.217283161681809
"chr1-0146",0.0323129465962269
"chr1-0147",0.122007351964166
"chr1-0148",0.0201858393420546
"chr1-0149",0.261975272383693
"chr1-0150",-0.1103565970692
"chr1-0151",-0.188535145157015
"chr1-0152",0.0448168471404487
"chr1-0153",0.281276515165192
"chr1-0154",-0.0770009618113531
"chr1-0155",-0.0966830041508879
"chr1-0156",-0.0913158758522565
"chr1-0157",0.0147803609949557
"chr1-0158",-0.0547580057212388
"chr1-0159",0.00436399026967234
"chr1-0160",-0.0363384530839831
"chr1-0161",-0.0289178518756951
"chr1-0162",-0.194042040959727
"chr1-0163",-0.04280056074197
"chr1-0164",0.130428827933538
"chr1-0165",0.154199014906903
"chr1-0166",-0.132629100564126
"chr1-0167",0.0847719613895951
"chr1-0168",-0.0906444112192839
"chr1-0169",-0.0287341657194877
"chr1-0170",-0.0562271340069843
"chr1-0171",-0.139198490133441
"chr1-0172",-0.140712217040987
"chr1-0173",-0.089347072414572
"chr1-0174",0.00915902872235764
"chr1-0175",-0.0807273652887683
"chr1-0176",0.014053869938963
"chr1-0177",-0.118998724635234
"chr1-0178",-0.0307263099149541
"chr1-0179",-0.0166260581192769
"chr1-0180",-0.0707037847312517
"chr1-0181",0.0299404105774022
"chr1-0182",-0.0673981398507188
"chr1-0183",0.17066500137507
"chr1-0184",0.223804615754676
"chr1-0185",0.303677670205311
"chr1-0186",0.0105161329743038
"chr1-0187",-0.0293931012807242
"chr1-0188",0.0900959841011874
"chr1-0189",0.187325837728509
"chr1-0190",-0.00389992289543058
"chr1-0191",0.0691016107479864
"chr1-0192",0.0859967225419194
"chr1-0193",-0.006237458443003
"chr1-0194",0.0554875108734076
"chr1-0195",0.182146056694618
"chr1-0196",0.323038602910771
"chr1-0197",0.146224601706483
"chr1-0198",0.206021410965101
"chr1-0199",0.19168337787159
"chr1-0200",0.20911088967003
