"","Sample","Chromosome","bp.Start","bp.End","Num.of.Markers","Mean"
"1","Sample.1","chr1",747994,248923211,2254,-0.0264340026008569
"2","Sample.1","chr10",125000,133625233,1141,-0.0119340026008569
"3","Sample.1","chr11",145000,134993311,1344,-0.0231340026008569
"4","Sample.1","chr12",70000,133222655,1234,-0.00683400260085689
"5","Sample.1","chr13",18679053,114332164,578,0.00696599739914311
"6","Sample.1","chr14",19770857,106751859,807,-0.0201340026008569
"7","Sample.1","chr15",20232279,25135000,22,-0.0467340026008569
"8","Sample.1","chr15",25175000,25255000,8,-0.267334002600857
"9","Sample.1","chr15",25350000,101850595,740,-0.0205340026008569
"10","Sample.1","chr16",40000,90149173,1014,-0.0418340026008569
"11","Sample.1","chr17",130000,83168721,1213,-0.0395340026008569
"12","Sample.1","chr18",135000,80206643,405,0.00506599739914311
"13","Sample.1","chr19",175000,58588808,1069,-0.0608340026008569
"14","Sample.1","chr2",110000,242111765,1764,0.000165997399143106
"15","Sample.1","chr20",178168,64292084,638,-0.0372340026008569
"16","Sample.1","chr21",10569444,46679992,257,0.000465997399143106
"17","Sample.1","chr22",16567005,50769234,496,-0.0447340026008569
"18","Sample.1","chr3",115000,198097780,1356,-0.000134002600856894
"19","Sample.1","chr4",110000,68275000,426,0.00166599739914311
"20","Sample.1","chr4",68520000,70185000,7,0.181665997399143
"21","Sample.1","chr4",70435000,190066561,584,0.0310659973991431
"22","Sample.1","chr5",50000,181369130,1233,0.000365997399143106
"23","Sample.1","chr6",140000,170662990,1391,-0.0151340026008569
"24","Sample.1","chr7",50000,1235000,52,-0.0108340026008569
"25","Sample.1","chr7",1250000,1460000,9,-0.163634002600857
"26","Sample.1","chr7",1475000,159247987,1196,-0.0153340026008569
"27","Sample.1","chr8",195000,145039318,1034,-0.0136340026008569
"28","Sample.1","chr9",215000,138187359,710,-0.0279340026008569
"29","Sample.1","chrX",2528744,152735000,492,0.602465997399143
"30","Sample.1","chrX",152870000,155645448,42,0.453465997399143
"31","Sample.1","chrY",4728744,21244771,11,-3.67873400260086
