"","Sample","Chromosome","bp.Start","bp.End","Num.of.Markers","Mean"
"1","Sample.1","chr1",747994,1490000,42,-0.457480345551957
"2","Sample.1","chr1",1520000,6565000,147,0.0428196544480433
"3","Sample.1","chr1",6590000,248923211,2065,0.215619654448043
"4","Sample.1","chr10",125000,133625233,1141,0.0282196544480433
"5","Sample.1","chr11",145000,50275000,477,0.0302196544480433
"6","Sample.1","chr11",50555674,81290000,436,-0.279580345551957
"7","Sample.1","chr11",82070000,86990000,31,0.191219654448043
"8","Sample.1","chr11",87155000,100780000,57,-0.216380345551957
"9","Sample.1","chr11",100980000,117845000,130,0.0783196544480433
"10","Sample.1","chr11",117895000,125915000,120,-0.246080345551957
"11","Sample.1","chr11",125995000,134993311,93,-0.843880345551957
"12","Sample.1","chr12",70000,7325000,124,-0.207080345551957
"13","Sample.1","chr12",7470000,8555000,9,-0.442380345551957
"14","Sample.1","chr12",8645000,132790000,1088,0.125319654448043
"15","Sample.1","chr12",132810000,133222655,13,-0.268680345551957
"16","Sample.1","chr13",18679053,21415000,29,0.132619654448043
"17","Sample.1","chr13",21530000,30395000,79,0.369619654448043
"18","Sample.1","chr13",30440000,37110000,42,0.183319654448043
"19","Sample.1","chr13",37330000,66625000,145,-0.339580345551957
"20","Sample.1","chr13",67040000,70700000,5,0.110519654448043
"21","Sample.1","chr13",71580000,112860000,224,0.297719654448043
"22","Sample.1","chr13",112875000,114332164,54,0.0920196544480433
"23","Sample.1","chr14",19770857,21735000,29,0.224019654448043
"24","Sample.1","chr14",21880000,22565000,12,0.414819654448043
"25","Sample.1","chr14",22600000,35465000,100,0.240219654448043
"26","Sample.1","chr14",35665000,37225000,15,0.0125196544480433
"27","Sample.1","chr14",37425000,38325000,7,-0.228980345551957
"28","Sample.1","chr14",38750000,57040000,91,0.0681196544480433
"29","Sample.1","chr14",57330000,68590000,100,-0.264180345551957
"30","Sample.1","chr14",68655000,68990000,7,-0.0694803455519567
"31","Sample.1","chr14",69100000,76900000,100,-0.276480345551957
"32","Sample.1","chr14",76970000,77105000,5,0.0223196544480433
"33","Sample.1","chr14",77130000,100900000,204,-0.259680345551957
"34","Sample.1","chr14",100925000,101005000,6,-0.708180345551957
"35","Sample.1","chr14",101025000,106751859,131,-0.326980345551957
"36","Sample.1","chr15",20232279,101850595,770,0.0379196544480433
