SegmentID	Chromosome	StartPosition	StopPosition	MarkerCount	Type	State	Median Log2 Ratio	Median BAF	% Aberr. Cells	TuScan Ploidy	FileName
71	1	754192	39046130	3234	TotalCN	1	-0.517	0.192	75	2	STT9203.OSCHP
72	1	39053684	71734289	2682	TotalCN	3	0.35	0.376	75	2	STT9203.OSCHP
73	1	71740028	72662685	62	TotalCN	4	0.615	NaN	75	2	STT9203.OSCHP
74	1	72684735	76640953	270	TotalCN	3	0.412	0.374	75	2	STT9203.OSCHP
75	1	76658494	77700723	74	TotalCN	2	-0.015	0.487	75	2	STT9203.OSCHP
76	1	77726109	93034782	1157	TotalCN	3	0.38	0.372	75	2	STT9203.OSCHP
77	1	93047956	98734233	445	TotalCN	2	0.02	0.488	75	2	STT9203.OSCHP
78	1	98750052	100543962	130	TotalCN	3	0.386	0.371	75	2	STT9203.OSCHP
79	1	100549400	110222219	749	TotalCN	2	-0.009	0.489	75	2	STT9203.OSCHP
80	1	110232238	111181086	97	TotalCN	3	0.33	0.384	75	2	STT9203.OSCHP
81	1	111193595	152349078	1311	TotalCN	2	0.011	0.487	75	2	STT9203.OSCHP
82	1	152360184	208551533	4417	TotalCN	3	0.373	0.381	75	2	STT9203.OSCHP
83	1	208569475	249212878	3172	TotalCN	1	-0.565	0.188	75	2	STT9203.OSCHP
84	2	21494	47051551	3726	TotalCN	1	-0.521	0.19	75	2	STT9203.OSCHP
85	2	47067057	49982478	258	TotalCN	0	-1.701	0.471	75	2	STT9203.OSCHP
86	2	49997218	243052331	14118	TotalCN	1	-0.559	0.19	75	2	STT9203.OSCHP
87	3	63411	197852564	15037	TotalCN	2	-0.049	0.488	75	2	STT9203.OSCHP
88	4	69404	334213	19	TotalCN	1	-0.581	NaN	75	2	STT9203.OSCHP
89	4	360026	190915650	13368	TotalCN	2	-0.017	0.487	75	2	STT9203.OSCHP
90	5	38139	180698312	12360	TotalCN	2	0.009	0.488	75	2	STT9203.OSCHP
91	6	204909	170913051	12704	TotalCN	2	0.001	0.487	75	2	STT9203.OSCHP
92	7	41421	159118443	11975	TotalCN	1	-0.547	0.188	75	2	STT9203.OSCHP
93	8	172417	39223656	3501	TotalCN	2	0	0.488	75	2	STT9203.OSCHP
94	8	39239834	39502217	18	TotalCN	0	-1.804	NaN	75	2	STT9203.OSCHP
95	8	39505826	146292734	8430	TotalCN	2	-0.002	0.489	75	2	STT9203.OSCHP
96	9	204738	141054761	8531	TotalCN	2	-0.011	0.488	75	2	STT9203.OSCHP
97	10	126070	46163327	3105	TotalCN	2	0.002	0.488	75	2	STT9203.OSCHP
98	10	46169848	47127279	36	TotalCN	3	0.428	NaN	75	2	STT9203.OSCHP
99	10	47554493	76237498	2012	TotalCN	2	-0.041	0.486	75	2	STT9203.OSCHP
100	10	76256536	135434303	4542	TotalCN	1	-0.566	0.193	75	2	STT9203.OSCHP
101	11	192764	134938847	9947	TotalCN	2	-0.002	0.487	75	2	STT9203.OSCHP
102	12	189400	133818115	10345	TotalCN	2	-0.011	0.489	75	2	STT9203.OSCHP
103	13	19084823	48054661	2359	TotalCN	2	-0.019	0.489	75	2	STT9203.OSCHP
104	13	48058244	63615838	1226	TotalCN	1	-0.552	0.185	75	2	STT9203.OSCHP
105	13	63639367	115103150	4349	TotalCN	2	-0.002	0.488	75	2	STT9203.OSCHP
