SegmentID	Chromosome	StartPosition	StopPosition	MarkerCount	Type	State	Median Log2 Ratio	Median BAF	% Aberr. Cells	TuScan Ploidy	FileName
73	1	754192	39046130	3234	TotalCN	1	-0.508	0.202	75	2	STT9202.OSCHP
74	1	39053684	71837405	2688	TotalCN	3	0.344	0.381	75	2	STT9202.OSCHP
75	1	71858457	72654730	55	TotalCN	4	0.601	NaN	75	2	STT9202.OSCHP
76	1	72662685	76640953	271	TotalCN	3	0.387	0.381	75	2	STT9202.OSCHP
77	1	76658494	77726109	75	TotalCN	2	-0.008	0.492	75	2	STT9202.OSCHP
78	1	77737217	93047956	1157	TotalCN	3	0.355	0.375	75	2	STT9202.OSCHP
79	1	93073228	98750052	445	TotalCN	2	0.018	0.488	75	2	STT9202.OSCHP
80	1	98766448	100543962	129	TotalCN	3	0.34	0.377	75	2	STT9202.OSCHP
81	1	100549400	110221639	748	TotalCN	2	-0.013	0.487	75	2	STT9202.OSCHP
82	1	110222219	111181086	98	TotalCN	3	0.275	0.382	75	2	STT9202.OSCHP
83	1	111193595	152411090	1315	TotalCN	2	-0.006	0.488	75	2	STT9202.OSCHP
84	1	152411813	208551533	4413	TotalCN	3	0.362	0.382	75	2	STT9202.OSCHP
85	1	208569475	249212878	3172	TotalCN	1	-0.549	0.199	75	2	STT9202.OSCHP
86	2	21494	47051551	3726	TotalCN	1	-0.511	0.2	75	2	STT9202.OSCHP
87	2	47067057	49997218	259	TotalCN	0	-1.673	0.484	75	2	STT9202.OSCHP
88	2	50007748	243052331	14117	TotalCN	1	-0.546	0.2	75	2	STT9202.OSCHP
89	3	63411	197852564	15037	TotalCN	2	-0.054	0.486	75	2	STT9202.OSCHP
90	4	69404	334213	19	TotalCN	1	-0.579	NaN	75	2	STT9202.OSCHP
91	4	360026	180023290	12593	TotalCN	2	-0.032	0.486	75	2	STT9202.OSCHP
92	4	180040368	180365623	23	TotalCN	1	-0.396	NaN	75	2	STT9202.OSCHP
93	4	180392930	190915650	752	TotalCN	2	-0.039	0.486	75	2	STT9202.OSCHP
94	5	38139	392863	24	TotalCN	2	0.007	0.485	75	2	STT9202.OSCHP
95	5	412226	788914	21	TotalCN	3	0.245	NaN	75	2	STT9202.OSCHP
