Chrom	Chr	Start	End	Width	BAF.Value	BAF.Status	Start.FeatureName	End.FeatureName	Start.FeatureIdx	End.FeatureIdx	Features
chr1	1	754192	49051568	48297377	0.5	Hetero	S-tag133716	S-tag003130	1218	1	1218
chr1	1	49089197	49658500	569304	0.448141993119799	Unbalanced	S-tag039270	S-tag309773	1247	1219	29
chr1	1	49683759	248629558	198945800	0.5	Hetero	S-tag200971	S-tag115509	5419	1248	4172
chr2	2	50814	242110786	242059973	0.5	Hetero	S-tag172851	S-tag267479	10888	5420	5469
chr3	3	96855	197796006	197699152	0.5	Hetero	S-tag068152	S-tag144966	15580	10889	4692
chr4	4	94481	190074166	189979686	0.5	Hetero	S-tag218451	S-tag116294	19527	15581	3947
chr5	5	174940	143279698	143104759	0.5	Hetero	S-tag085986	S-tag302373	22942	19528	3415
chr5	5	143295020	144181430	886411	0.463847248256206	Unbalanced	S-tag241186	S-tag132502	22982	22943	40
chr5	5	144199767	180582980	36383214	0.5	Hetero	S-tag108479	S-tag304197	23876	22983	894
chr6	6	204909	170717215	170512307	0.5	Hetero	S-tag032787	S-tag126930	27596	23877	3720
chr7	7	50257	947236	896980	0.470425852802065	Unbalanced	S-tag117640	S-tag098132	27641	27597	45
chr7	7	968469	159118443	158149975	0.5	Hetero	S-tag302006	S-tag164900	31494	27642	3853
chr8	8	189030	62926147	62737118	0.5	Hetero	S-tag187347	S-tag082801	32952	31495	1458
chr8	8	62967144	63949912	982769	0.461560690775514	Unbalanced	S-tag170360	S-tag309353	32984	32953	32
chr8	8	63963847	92016879	28053033	0.5	Hetero	S-tag048034	S-tag029935	33725	32985	741
chr8	8	92034408	92653740	619333	0.456495969383805	Unbalanced	S-tag135121	S-tag314304	33752	33726	27
chr8	8	92665927	144881966	52216040	0.5	Hetero	S-tag072892	S-tag238337	35222	33753	1470
chr8	8	144905741	145069678	163938	0.470728836585581	Unbalanced	S-tag322887	S-tag223315	35232	35223	10
chr9	9	204738	138284557	138079820	0.5	Hetero	S-tag285604	S-tag229736	37804	35233	2572
chr10	10	131636	133775231	133643596	0.5	Hetero	S-tag065222	S-tag069961	40848	37805	3044
chr11	11	192764	28438811	28246048	0.5	Hetero	S-tag179986	S-tag122689	41485	40849	637
chr11	11	28447176	29022493	575318	0.450144763220298	Unbalanced	S-tag172777	S-tag179905	41504	41486	19
chr11	11	29045588	134938847	105893260	0.5	Hetero	S-tag196976	S-tag183870	43959	41505	2455
chr12	12	451524	41858545	41407022	0.5	Hetero	S-tag219017	S-tag313089	44923	43960	964
chr12	12	41913109	44387942	2474834	0.466691879432558	Unbalanced	S-tag110811	S-tag120623	45005	44924	82
chr12	12	44410575	133254083	88843509	0.5	Hetero	S-tag115399	S-tag167999	47176	45006	2171
chr13	13	19509431	114313494	94804064	0.5	Hetero	S-tag057961	S-tag226153	49851	47177	2675
chr14	14	20350572	106873719	86523148	0.5	Hetero	S-tag022399	S-tag106085	51972	49852	2121
chr15	15	20176300	101981229	81804930	0.5	Hetero	S-tag043504	S-tag013566	53999	51973	2027
chr16	16	115072	90141355	90026284	0.5	Hetero	S-tag227559	S-tag155284	55798	54000	1799
chr17	17	418171	80191161	79772991	0.5	Hetero	S-tag255758	S-tag284049	57614	55799	1816
chr18	18	334742	77950543	77615802	0.5	Hetero	S-tag011890	S-tag021176	59493	57615	1879
chr19	19	260912	58578578	58317667	0.5	Hetero	S-tag314055	S-tag094154	60964	59494	1471
chr20	20	69094	62569286	62500193	0.5	Hetero	S-tag083344	S-tag292170	62575	60965	1611
chr21	21	14638916	46692943	32054028	0.5	Hetero	S-tag217459	S-tag211033	63367	62576	792
chr22	22	16879530	50704267	33824738	0.5	Hetero	S-tag167989	S-tag155038	64187	63368	820
chrX	23	814723	155184866	154370144	0.5	Hetero	S-tag115841	S-tag089277	66931	64188	2744
chrY	24	2712237	6592677	3880441	0	Homo	S-tag249138	S-tag214883	66949	66932	18
chrY	24	6736784	7561920	825137	0.209303998947144	Unbalanced	S-tag100383	S-tag025302	66959	66950	10
chrY	24	7746978	13939108	6192131	0.0798242869121688	Unbalanced	S-tag134913	S-tag309681	66973	66960	14
chrY	24	14115642	14534552	418911	0.41221044173411	Unbalanced	S-tag028269	S-tag126834	66980	66974	7
chrY	24	14969634	16032136	1062503	0.191105058789253	Unbalanced	S-tag045460	S-tag085710	66990	66981	10
chrY	24	16244065	22554568	6310504	0.0666237900763995	Unbalanced	S-tag082328	S-tag312166	67051	66991	61
chrY	24	22791286	24510481	1719196	0.188226889570554	Unbalanced	S-tag141571	S-tag313049	67066	67052	15
