SegmentID	Chromosome	StartPosition	StopPosition	MarkerCount	Type	State	Median Log2 Ratio	Median BAF	% Aberr. Cells	TuScan Ploidy	FileName
61	1	754192	249212878	17800	TotalCN	2	-0.02	0.487	homogeneous	2	STT10069.OSCHP
62	2	21494	243052331	18102	TotalCN	2	-0.009	0.487	homogeneous	2	STT10069.OSCHP
63	3	63411	197852564	15037	TotalCN	2	-0.011	0.487	homogeneous	2	STT10069.OSCHP
64	4	69404	190915650	13387	TotalCN	2	-0.001	0.487	homogeneous	2	STT10069.OSCHP
65	5	38139	180698312	12360	TotalCN	2	-0.008	0.487	homogeneous	2	STT10069.OSCHP
66	6	204909	170913051	12704	TotalCN	2	0.018	0.486	homogeneous	2	STT10069.OSCHP
67	7	41421	159118443	11975	TotalCN	2	-0.009	0.487	homogeneous	2	STT10069.OSCHP
68	8	172417	146292734	11949	TotalCN	2	-0.004	0.487	homogeneous	2	STT10069.OSCHP
69	9	204738	141054761	8531	TotalCN	2	0.005	0.488	homogeneous	2	STT10069.OSCHP
70	10	126070	135434303	9695	TotalCN	2	0.014	0.488	homogeneous	2	STT10069.OSCHP
71	11	192764	134938847	9947	TotalCN	2	-0.027	0.487	homogeneous	2	STT10069.OSCHP
72	12	189400	133818115	10345	TotalCN	2	-0.001	0.487	homogeneous	2	STT10069.OSCHP
73	13	19084823	115103150	7934	TotalCN	2	-0.012	0.486	homogeneous	2	STT10069.OSCHP
74	14	20219083	32694974	971	TotalCN	2	0.015	0.486	homogeneous	2	STT10069.OSCHP
75	14	32700259	32854278	20	TotalCN	3	0.296	NaN	homogeneous	2	STT10069.OSCHP
76	14	32860683	107282024	5765	TotalCN	2	0.018	0.488	homogeneous	2	STT10069.OSCHP
77	15	20161372	102397317	6012	TotalCN	2	0.018	0.488	homogeneous	2	STT10069.OSCHP
78	16	83887	90158005	5834	TotalCN	2	0.023	0.487	homogeneous	2	STT10069.OSCHP
79	17	400959	80263427	6413	TotalCN	2	0.012	0.488	homogeneous	2	STT10069.OSCHP
80	18	12842	78007784	5595	TotalCN	2	-0.022	0.486	homogeneous	2	STT10069.OSCHP
81	19	247232	59093239	4835	TotalCN	2	0	0.488	homogeneous	2	STT10069.OSCHP
82	20	69094	62912463	5091	TotalCN	2	-0.008	0.488	homogeneous	2	STT10069.OSCHP
83	21	9648315	48097610	2349	TotalCN	2	0.017	0.487	homogeneous	2	STT10069.OSCHP
84	22	16054713	38399098	1764	TotalCN	2	0.007	0.487	homogeneous	2	STT10069.OSCHP
85	22	38415542	38527678	20	TotalCN	3	0.296	NaN	homogeneous	2	STT10069.OSCHP
86	22	38530713	51213826	1012	TotalCN	2	0.012	0.49	homogeneous	2	STT10069.OSCHP
87	24	177942	155219364	11190	TotalCN	2	-0.002	0.486	homogeneous	2	STT10069.OSCHP
88	25	2660163	28799935	614	TotalCN	0	-3.768	0.397	homogeneous	2	STT10069.OSCHP
1	1	754192	121350934	9085	LOH	0	-	-	homogeneous	2	STT10069.OSCHP
2	1	144009053	147830492	223	LOH	0	-	-	homogeneous	2	STT10069.OSCHP
3	1	149044448	249212878	7779	LOH	0	-	-	homogeneous	2	STT10069.OSCHP
4	2	21494	90245035	6247	LOH	0	-	-	homogeneous	2	STT10069.OSCHP
5	2	91866487	91866487	1	LOH	0	-	-	homogeneous	2	STT10069.OSCHP
6	2	95429197	243052331	10746	LOH	0	-	-	homogeneous	2	STT10069.OSCHP
7	3	63411	48192981	3695	LOH	0	-	-	homogeneous	2	STT10069.OSCHP
8	3	48215253	52047421	419	LOH	1	-	-	homogeneous	2	STT10069.OSCHP
9	3	52080112	90473621	3153	LOH	0	-	-	homogeneous	2	STT10069.OSCHP
10	3	93517443	197852564	7703	LOH	0	-	-	homogeneous	2	STT10069.OSCHP
11	4	71566	49092454	3083	LOH	0	-	-	homogeneous	2	STT10069.OSCHP
12	4	52684891	190915650	9184	LOH	0	-	-	homogeneous	2	STT10069.OSCHP
13	5	38139	46401271	3231	LOH	0	-	-	homogeneous	2	STT10069.OSCHP
14	5	49441966	68828372	1383	LOH	0	-	-	homogeneous	2	STT10069.OSCHP
