"","value"
"chr1-0001",-0.075109697399724
"chr1-0002",0.0129318037089249
"chr1-0003",-0.22226819960355
"chr1-0004",-0.262607725460795
"chr1-0005",-0.143834667594339
"chr1-0006",-0.357750607595594
"chr1-0007",-0.27223018484839
"chr1-0008",-0.230868405574731
"chr1-0009",-0.209017649297983
"chr1-0010",-0.229077313596491
"chr1-0011",-0.491961040858065
"chr1-0012",-0.479285093143006
"chr1-0013",-0.282964856529768
"chr1-0014",-0.0358471122476878
"chr1-0015",-0.229332292145378
"chr1-0016",-0.214847086512028
"chr1-0017",-0.184484342770458
"chr1-0018",-0.245755697380343
"chr1-0019",-0.272494205344895
"chr1-0020",-0.342289941509814
"chr1-0021",-0.163192439429453
"chr1-0022",-0.43763510561862
"chr1-0023",-0.210156380057826
"chr1-0024",-0.378331652927094
"chr1-0025",-0.293046797699425
"chr1-0026",-0.116217098376793
"chr1-0027",-0.147778845888207
"chr1-0028",-0.0575239874428569
"chr1-0029",-0.437516631485518
"chr1-0030",-0.264462512883474
"chr1-0031",-0.360458237165459
"chr1-0032",-0.00665535038760864
"chr1-0033",-0.194469298472195
"chr1-0034",-0.250641411975227
"chr1-0035",-0.178024887268678
"chr1-0036",-0.172520417983564
"chr1-0037",-0.214924589174595
"chr1-0038",-0.413326276414827
"chr1-0039",-0.224334856583948
"chr1-0040",-0.357071706131761
"chr1-0041",-0.325309903771513
"chr1-0042",-0.454412604755677
"chr1-0043",-0.372634324367441
"chr1-0044",-0.202368514839468
"chr1-0045",-0.162204930195052
"chr1-0046",-0.207025011340886
"chr1-0047",-0.20311641196641
"chr1-0048",-0.432301559084534
"chr1-0049",-0.255630273115017
"chr1-0050",-0.203343379564082
"chr1-0051",0.00584509233256035
"chr1-0052",-0.205257902859488
"chr1-0053",-0.292529962662044
"chr1-0054",-0.311361183990077
"chr1-0055",-0.311734366113718
"chr1-0056",-0.17301567970001
"chr1-0057",-0.300974822100805
"chr1-0058",-0.486801541262662
"chr1-0059",-0.48450610181763
"chr1-0060",-0.327848469127885
"chr1-0061",-0.287605962099179
"chr1-0062",-0.27453548801893
"chr1-0063",-0.329358945355008
"chr1-0064",-0.235714512946217
"chr1-0065",-0.465854550974399
"chr1-0066",-0.255335861480393
"chr1-0067",-0.292593042013555
"chr1-0068",-0.145035047234471
"chr1-0069",-0.257764143547704
"chr1-0070",-0.265872811096855
"chr1-0071",-0.214458588147618
"chr1-0072",-0.443178596683062
"chr1-0073",-0.204557987133429
"chr1-0074",-0.373997420055282
"chr1-0075",-0.299768093316018
"chr1-0076",-0.265831119687921
"chr1-0077",-0.285514585908114
"chr1-0078",-0.293722850011207
"chr1-0079",-0.295009472504382
"chr1-0080",-0.284760763350865
"chr1-0081",-0.189756857781231
"chr1-0082",-0.28117136695772
"chr1-0083",-0.298140059718
"chr1-0084",-0.350806019197073
"chr1-0085",-0.0895788460508681
"chr1-0086",-0.117416237370295
"chr1-0087",-0.0813752820705886
"chr1-0088",-0.253654941102439
"chr1-0089",-0.310583346862744
"chr1-0090",-0.0897261118666086
"chr1-0091",-0.108119519144141
"chr1-0092",-0.394587820231057
"chr1-0093",-0.371445101785794
"chr1-0094",-0.292982075506072
"chr1-0095",-0.336265869128696
"chr1-0096",-0.155751346351913
"chr1-0097",-0.357239216800779
"chr1-0098",-0.167318341066125
"chr1-0099",-0.32442818086827
"chr1-0100",-0.231960798633863
"chr1-0101",-0.2518664028371
"chr1-0102",-0.301615714399853
"chr1-0103",-0.382487295600417
"chr1-0104",-0.384090842272244
"chr1-0105",-0.160230805640606
"chr1-0106",-0.395591952114408
"chr1-0107",-0.377142040587727
"chr1-0108",-0.204525140967485
"chr1-0109",-0.279200038221695
"chr1-0110",-0.258464186902255
"chr1-0111",-0.255443192954705
"chr1-0112",-0.333944933097568
"chr1-0113",-0.223864694524085
"chr1-0114",-0.277297495090398
"chr1-0115",-0.0968520035172752
"chr1-0116",-0.234814051278386
"chr1-0117",-0.301034288716069
"chr1-0118",-0.215105819736851
"chr1-0119",-0.191173890067539
"chr1-0120",-0.292087820556808
"chr1-0121",-0.195588737660417
"chr1-0122",-0.254343402583765
"chr1-0123",-0.238372510876669
"chr1-0124",-0.190797527538834
"chr1-0125",-0.315102400790695
"chr1-0126",-0.249135180492624
"chr1-0127",-0.377567610598648
"chr1-0128",-0.227515194256503
"chr1-0129",-0.276890673311033
"chr1-0130",-0.249503109116814
"chr1-0131",-0.200010930974984
"chr1-0132",-0.286542659081734
"chr1-0133",-0.337171105875508
"chr1-0134",-0.291802858543949
"chr1-0135",-0.157511526262204
"chr1-0136",-0.213110011328768
"chr1-0137",-0.279034691458031
"chr1-0138",-0.292848272128141
"chr1-0139",-0.357556931281753
"chr1-0140",-0.396315192380592
"chr1-0141",-0.345299526098575
"chr1-0142",-0.303259021350196
"chr1-0143",-0.257047014898549
"chr1-0144",-0.116306679683131
"chr1-0145",-0.0605481830376308
"chr1-0146",-0.246086330457202
"chr1-0147",-0.411658138996337
"chr1-0148",-0.298389796293736
"chr1-0149",-0.227201984596383
"chr1-0150",-0.32927914965097
"chr1-0151",-0.396742217121412
"chr1-0152",-0.283032182075145
"chr1-0153",-0.328652709883184
"chr1-0154",-0.409204680283362
"chr1-0155",-0.235897458385059
"chr1-0156",-0.261883001557386
"chr1-0157",-0.260567687048095
"chr1-0158",-0.377508314570026
"chr1-0159",-0.245928592384287
"chr1-0160",-0.198154612525217
"chr1-0161",-0.188022153423585
"chr1-0162",-0.390801876941144
"chr1-0163",-0.152531937732451
"chr1-0164",-0.312791371782981
"chr1-0165",-0.287423227682893
"chr1-0166",-0.289078794895331
"chr1-0167",-0.312510325816839
"chr1-0168",-0.251246274033675
"chr1-0169",-0.331163602494354
"chr1-0170",-0.335815263138932
"chr1-0171",-0.3246734889958
"chr1-0172",-0.277472872178112
"chr1-0173",-0.119959904028493
"chr1-0174",-0.172207248698295
"chr1-0175",-0.111537617362503
"chr1-0176",-0.170621017893451
"chr1-0177",-0.237952430040218
"chr1-0178",-0.282159066046144
"chr1-0179",-0.291998107381231
"chr1-0180",-0.287353424988114
"chr1-0181",-0.377679523588656
"chr1-0182",-0.417631519431923
"chr1-0183",-0.30054002852121
"chr1-0184",-0.442285429826241
"chr1-0185",-0.255250296515155
"chr1-0186",-0.449326385517499
"chr1-0187",-0.4021830812368
"chr1-0188",-0.21684959271511
"chr1-0189",-0.330463327953114
"chr1-0190",-0.347106789274712
"chr1-0191",-0.567087228675796
"chr1-0192",-0.381820229940137
"chr1-0193",-0.282898462099571
"chr1-0194",-0.212026026916935
"chr1-0195",-0.179929806884069
"chr1-0196",-0.347687254458866
"chr1-0197",-0.366367407961749
"chr1-0198",-0.324451579295449
"chr1-0199",-0.284335450408847
"chr1-0200",-0.286737254329267
"chr1-0201",-0.292446065870308
"chr1-0202",-0.314964900115906
"chr1-0203",-0.391796371286543
"chr1-0204",-0.300009611165791
"chr1-0205",-0.219268118046314
"chr1-0206",-0.233294501260317
"chr1-0207",-0.35152481104598
"chr1-0208",-0.268128870229031
"chr1-0209",-0.347620953862349
"chr1-0210",-0.152584526963846
"chr1-0211",-0.306580226910533
"chr1-0212",-0.335003241077734
"chr1-0213",-0.187148946455366
"chr1-0214",-0.373420171881524
"chr1-0215",-0.294342241603688
"chr1-0216",-0.232705021301484
"chr1-0217",-0.185858974013801
"chr1-0218",-0.17738836689744
"chr1-0219",-0.494811860924966
"chr1-0220",-0.447824169123863
"chr1-0221",-0.450481845388369
"chr1-0222",-0.351420901490874
"chr1-0223",-0.30830548589683
"chr1-0224",-0.467133777027195
"chr1-0225",-0.351265197920045
"chr1-0226",-0.339389126690963
"chr1-0227",-0.205865058592695
"chr1-0228",-0.273674748840494
"chr1-0229",-0.243012050834206
"chr1-0230",-0.165691980709984
"chr1-0231",-0.244604111086769
"chr1-0232",-0.173769727968646
"chr1-0233",-0.243597354722818
"chr1-0234",-0.554894506345267
"chr1-0235",-0.301980320694085
"chr1-0236",-0.368493583430745
"chr1-0237",-0.459085243318575
"chr1-0238",-0.407149632921421
"chr1-0239",-0.413360087715474
"chr1-0240",-0.410481523666836
"chr1-0241",-0.368844096112907
"chr1-0242",-0.443980256358073
"chr1-0243",-0.264172170261743
"chr1-0244",-0.163015244700938
"chr1-0245",-0.234458068202762
"chr1-0246",-0.363946462565731
"chr1-0247",-0.49115480886205
"chr1-0248",-0.531623538336864
"chr1-0249",-0.399126764517598
"chr1-0250",-0.325357527967038
"chr1-0251",-0.494514221021652
"chr1-0252",-0.368655819937188
"chr1-0253",-0.255675225666814
"chr1-0254",-0.108733600808599
"chr1-0255",-0.268786963936172
"chr1-0256",-0.320171896230735
"chr1-0257",-0.156604794719653
"chr1-0258",-0.458220322513604
"chr1-0259",-0.463839081610838
"chr1-0260",-0.347770834554213
"chr1-0261",-0.23832086042128
"chr1-0262",-0.231242838874725
"chr1-0263",-0.4231842704866
"chr1-0264",-0.563510029160706
"chr1-0265",-0.524058215557947
"chr1-0266",-0.124491143892637
"chr1-0267",-0.166989078016419
"chr1-0268",-0.241901221355598
"chr1-0269",-0.088077297881526
"chr1-0270",-0.268459619414067
"chr1-0271",-0.252376725112104
"chr1-0272",-0.3161698567855
"chr1-0273",-0.352157272084618
"chr1-0274",-0.31957535596473
"chr1-0275",-0.47164479110226
"chr1-0276",-0.433171785808453
"chr1-0277",-0.380426284652764
"chr1-0278",-0.38186770081558
"chr1-0279",-0.438596251213811
"chr1-0280",-0.431686091186135
"chr1-0281",-0.380592598543301
"chr1-0282",-0.185925915739249
"chr1-0283",-0.342244786960069
"chr1-0284",-0.371598397318859
"chr1-0285",-0.539162473490596
"chr1-0286",-0.295060141158912
"chr1-0287",-0.4017153725255
"chr1-0288",-0.226333727241778
"chr1-0289",-0.487188186546367
"chr1-0290",-0.366648763703466
"chr1-0291",-0.421846351909559
"chr1-0292",-0.398079811007995
"chr1-0293",-0.358695954581094
"chr1-0294",-0.44763612538399
"chr1-0295",-0.489575151144356
"chr1-0296",-0.300142650378759
"chr1-0297",-0.43311928110299
"chr1-0298",-0.394434784846579
"chr1-0299",-0.599790067018406
"chr1-0300",-0.383235546310488
"chr1-0301",-0.319511280089525
"chr1-0302",-0.376169849255783
"chr1-0303",-0.251036252054088
"chr1-0304",-0.385546037296481
"chr1-0305",-0.234964500602047
"chr1-0306",-0.204552097350226
"chr1-0307",-0.328110425081522
"chr1-0308",-0.282265937562921
"chr1-0309",-0.471511367850883
"chr1-0310",-0.498146532326065
"chr1-0311",-0.371723303057124
"chr1-0312",-0.278095212954535
"chr1-0313",-0.420310078426016
"chr1-0314",-0.124846063448474
"chr1-0315",-0.0901647532522786
"chr1-0316",-0.300818497479656
"chr1-0317",-0.325734558835455
"chr1-0318",-0.26330306409601
"chr1-0319",-0.360505448878656
"chr1-0320",-0.31354005417826
"chr1-0321",-0.415675533570983
"chr1-0322",-0.292841190150584
"chr1-0323",-0.310542395785182
"chr1-0324",-0.374900352536585
"chr1-0325",-0.132069955758689
"chr1-0326",-0.312631926917727
"chr1-0327",-0.373772919666244
"chr1-0328",-0.397805544553781
"chr1-0329",-0.382302693236854
"chr1-0330",-0.212913581433092
"chr1-0331",-0.24547667436325
"chr1-0332",-0.319665338343959
"chr1-0333",-0.278148015515268
"chr1-0334",-0.361391734014185
"chr1-0335",-0.417422129276766
"chr1-0336",-0.310465057250213
"chr1-0337",-0.359994619354045
"chr1-0338",-0.424464669071728
"chr1-0339",-0.339282508535823
"chr1-0340",-0.268117955713999
"chr1-0341",-0.487685248811744
"chr1-0342",-0.286954020932744
"chr1-0343",-0.41260269992154
"chr1-0344",-0.381536207338003
"chr1-0345",-0.345044272896655
"chr1-0346",-0.274880545203439
"chr1-0347",-0.124611067204373
"chr1-0348",-0.430124912589452
"chr1-0349",-0.274427028249678
"chr1-0350",-0.321149733394405
"chr1-0351",-0.415917275112531
"chr1-0352",-0.328921468502977
"chr1-0353",-0.306672578299139
"chr1-0354",-0.304897493855631
"chr1-0355",-0.380475390043953
"chr1-0356",-0.47545264235322
"chr1-0357",-0.3198921022441
"chr1-0358",-0.514540615411248
"chr1-0359",-0.637535004130444
"chr1-0360",-0.275101587776318
"chr1-0361",-0.400004398259781
"chr1-0362",0.0886731810025984
"chr1-0363",-0.11398950359095
"chr1-0364",-0.0424068994889536
"chr1-0365",0.0911463406027082
"chr1-0366",0.0405601021080637
"chr1-0367",0.0647577109252217
"chr1-0368",-0.180152003143773
"chr1-0369",-0.409658661165268
"chr1-0370",-0.296050449120183
"chr1-0371",-0.375365625229502
"chr1-0372",-0.378618197452463
"chr1-0373",-0.605697450020592
"chr1-0374",-0.33509645882731
"chr1-0375",-0.248251562450614
"chr1-0376",-0.410870517924782
"chr1-0377",-0.41094126733402
"chr1-0378",-0.472522440426332
"chr1-0379",-0.285948090478703
"chr1-0380",-0.390349963567615
"chr1-0381",-0.359372837948075
"chr1-0382",-0.396224104518531
"chr1-0383",-0.153193286542513
"chr1-0384",-0.242945508257498
"chr1-0385",-0.250461813131642
"chr1-0386",-0.275884475062428
"chr1-0387",-0.39969880893506
"chr1-0388",-0.334946331790946
"chr1-0389",-0.332047738125682
"chr1-0390",-0.327244989137287
"chr1-0391",-0.306793094851961
"chr1-0392",-0.4394197701889
"chr1-0393",-0.301926493714484
"chr1-0394",-0.448465122651048
"chr1-0395",-0.428913730194689
"chr1-0396",-0.213974832010394
"chr1-0397",-0.297784957027287
"chr1-0398",-0.340438117781041
"chr1-0399",-0.299148565386922
"chr1-0400",-0.169862133850546
"chr1-0401",-0.214234962345066
"chr1-0402",-0.232729794914159
"chr1-0403",-0.083820230300785
"chr1-0404",-0.405478442168138
"chr1-0405",-0.334374423621289
"chr1-0406",-0.290812859346234
"chr1-0407",-0.192317744916243
"chr1-0408",-0.204404679373424
"chr1-0409",-0.284254932870923
"chr1-0410",-0.367892821942657
"chr1-0411",-0.465507322648442
"chr1-0412",-0.321334454174008
"chr1-0413",-0.406325169128194
"chr1-0414",-0.507821462973918
"chr1-0415",-0.303158795576993
"chr1-0416",-0.252353698051796
"chr1-0417",-0.339784049551234
"chr1-0418",-0.250764568462818
"chr1-0419",-0.44454283366066
"chr1-0420",-0.357598146908362
"chr1-0421",-0.329882274036348
"chr1-0422",-0.367309820724185
"chr1-0423",-0.15990040834645
"chr1-0424",-0.375141586295525
"chr1-0425",-0.185183797439884
"chr1-0426",-0.337672868266531
"chr1-0427",-0.430320003540562
"chr1-0428",-0.453533810692102
"chr1-0429",-0.360111220409311
"chr1-0430",-0.45289630604067
"chr1-0431",-0.266911472456209
"chr1-0432",-0.355277039583178
"chr1-0433",-0.265661305342147
"chr1-0434",-0.484620985874479
"chr1-0435",-0.20709230509841
"chr1-0436",-0.127514494989333
"chr1-0437",-0.40036999179893
"chr1-0438",-0.477887077805875
"chr1-0439",-0.342013216933305
"chr1-0440",-0.30945762636663
"chr1-0441",-0.349951801434677
"chr1-0442",-0.31035107988294
"chr1-0443",-0.503122276314756
"chr1-0444",-0.258478676389292
"chr1-0445",-0.423194617849429
"chr1-0446",-0.286520540758779
"chr1-0447",-0.360884876659265
"chr1-0448",-0.331487829853229
"chr1-0449",-0.421116674111226
"chr1-0450",-0.27121480502664
"chr1-0451",-0.280230693576844
"chr1-0452",-0.476492028664439
"chr1-0453",-0.644822135082012
"chr1-0454",-0.517953928732647
"chr1-0455",-0.215539119075159
"chr1-0456",-0.365124734980379
"chr1-0457",-0.308754366155392
"chr1-0458",-0.395873843483262
"chr1-0459",-0.29353351510892
"chr1-0460",-0.22276368791734
"chr1-0461",-0.324172222304588
"chr1-0462",-0.342232170203202
"chr1-0463",-0.279067597876314
"chr1-0464",-0.174787874346233
"chr1-0465",-0.222855886619708
"chr1-0466",-0.303338330572857
"chr1-0467",-0.432015502649424
"chr1-0468",-0.343343006730714
"chr1-0469",-0.615850446235696
"chr1-0470",-0.521296002609342
"chr1-0471",-0.352794226070185
"chr1-0472",-0.381894309717985
"chr1-0473",-0.361978875289009
"chr1-0474",-0.254452531752172
"chr1-0475",-0.321974182005623
"chr1-0476",-0.407163073602529
"chr1-0477",-0.581848886755207
"chr1-0478",-0.513539157139607
"chr1-0479",-0.242849721456863
"chr1-0480",-0.349484705784112
"chr1-0481",-0.412101548398397
"chr1-0482",-0.295501316171376
"chr1-0483",-0.632465763616535
"chr1-0484",-0.494761720723444
"chr1-0485",-0.422804115214011
"chr1-0486",-0.259202367109303
"chr1-0487",-0.382140936991969
"chr1-0488",-0.223836619335237
"chr1-0489",-0.392233968794471
"chr1-0490",-0.324157341486669
"chr1-0491",-0.35685142720743
"chr1-0492",-0.241162221038871
"chr1-0493",-0.149377534478153
"chr1-0494",-0.22938029114297
"chr1-0495",-0.33714974043509
"chr1-0496",-0.30751527980881
"chr1-0497",-0.303172667018298
"chr1-0498",-0.292335300046628
"chr1-0499",-0.231131928375392
"chr1-0500",-0.537135402981
"chr1-0501",-0.312338957916029
"chr1-0502",-0.254891511115847
"chr1-0503",-0.261439292981244
"chr1-0504",-0.0417395153059537
"chr1-0505",-0.0974908578775891
"chr1-0506",-0.248466757577362
"chr1-0507",-0.226070546211133
"chr1-0508",-0.386960060778398
"chr1-0509",-0.390176947792683
