Chrom	Chr	Start	End	Width	BAF.Value	BAF.Status	Start.FeatureName	End.FeatureName	Start.FeatureIdx	End.FeatureIdx	Features
chr1	1	754192	3709412	2955221	0.8009	Unbalanced	S-tag133716	S-tag130510	300	1	300
chr1	1	3737540	11299511	7561972	0.7896	Unbalanced	S-tag146085	S-tag205000	939	301	639
chr1	1	11301500	15369741	4068242	0.8101	Unbalanced	S-tag189938	S-tag128183	1208	940	269
chr1	1	15377687	30033114	14655428	0.7957	Unbalanced	S-tag077293	S-tag312933	2518	1209	1310
chr1	1	30051330	31494475	1443146	0.7689	Unbalanced	S-tag161166	S-tag125332	2623	2519	105
chr1	1	31500659	34574691	3074033	0.8089	Unbalanced	S-tag101800	S-tag265883	2873	2624	250
chr1	1	34592020	37636117	3044098	0.7896	Unbalanced	S-tag238788	S-tag326646	3133	2874	260
chr1	1	37637422	38766992	1129571	0.7819	Unbalanced	S-tag041974	S-tag244746	3215	3134	82
chr1	1	38797691	39243405	445715	0.7609	Unbalanced	S-tag067647	S-tag261594	3249	3216	34
chr1	1	39268272	60535093	21266822	0.6215	Unbalanced	S-tag149769	S-tag046050	5098	3250	1849
chr1	1	60549820	76565595	16015776	0.6189	Unbalanced	S-tag125439	S-tag257497	6250	5099	1152
chr1	1	76601254	77795064	1193811	0.5	Hetero	S-tag027805	S-tag078474	6340	6251	90
chr1	1	77809846	85230072	7420227	0.618	Unbalanced	S-tag093994	S-tag105531	6851	6341	511
chr1	1	85234932	86787767	1552836	0.6498	Unbalanced	S-tag289542	S-tag079972	6977	6852	126
chr1	1	86839385	92862981	6023597	0.6257	Unbalanced	S-tag155399	S-tag167188	7474	6978	497
chr1	1	92870342	98336823	5466482	0.5	Hetero	S-tag049658	S-tag052698	7906	7475	432
chr1	1	98342417	100519557	2177141	0.6227	Unbalanced	S-tag154602	S-tag321817	8063	7907	157
chr1	1	100543962	110240929	9696968	0.5	Hetero	S-tag000523	S-tag318912	8821	8064	758
chr1	1	110246359	111226853	980495	0.611	Unbalanced	S-tag173535	S-tag035433	8919	8822	98
chr1	1	111229552	152301576	41072025	0.5	Hetero	SIG_003AT	S-tag058763	10221	8920	1302
chr1	1	152307338	163359482	11052145	0.6251	Unbalanced	S-tag307125	S-tag258236	11213	10222	992
chr1	1	163377536	205248759	41871224	0.6173	Unbalanced	S-tag097254	S-tag244802	14427	11214	3214
chr1	1	205253839	208648824	3394986	0.6052	Unbalanced	S-tag325531	S-tag129234	14647	14428	220
chr1	1	208671456	214358758	5687303	0.8053	Unbalanced	S-tag215127	S-tag003302	15058	14648	411
chr1	1	214406939	215322727	915789	0.7655	Unbalanced	S-tag278728	S-tag180421	15133	15059	75
chr1	1	215344445	217671223	2326779	0.8039	Unbalanced	S-tag184059	S-tag139178	15311	15134	178
chr1	1	217678934	218367181	688248	0.7854	Unbalanced	S-tag007600	S-tag099390	15358	15312	47
chr1	1	218379753	249212878	30833126	0.8	Unbalanced	S-tag093791	S-tag279722	17813	15359	2455
chr2	2	21494	4377723	4356230	0.8009	Unbalanced	S-tag008358	S-tag227337	18101	17814	288
chr2	2	4395003	8524490	4129488	0.7937	Unbalanced	S-tag054862	S-tag126871	18403	18102	302
chr2	2	8542955	19131180	10588226	0.8025	Unbalanced	S-tag188148	S-tag292406	19264	18404	861
chr2	2	19155925	34021004	14865080	0.802	Unbalanced	S-tag083508	S-tag312605	20522	19265	1258
chr2	2	34043426	47089862	13046437	0.7981	Unbalanced	S-tag239490	S-tag119650	21540	20523	1018
chr2	2	47117185	48705892	1588708	0.5	Hetero	S-tag215782	S-tag211488	21712	21541	172
chr2	2	48723220	50098545	1375326	0.5824	Unbalanced	S-tag081377	S-tag016046	21804	21713	92
chr2	2	50117534	58497451	8379918	0.8077	Unbalanced	S-tag198451	S-tag144414	22362	21805	558
chr2	2	58503341	70980886	12477546	0.7916	Unbalanced	S-tag295147	S-tag082964	23347	22363	985
chr2	2	71049495	75106441	4056947	0.8206	Unbalanced	S-tag258011	S-tag277126	23633	23348	286
chr2	2	75110455	81816294	6705840	0.796	Unbalanced	S-tag269148	S-tag042055	24106	23634	473
chr2	2	81819551	100211882	18392332	0.8054	Unbalanced	S-tag057676	S-tag009119	25020	24107	914
chr2	2	100213966	103066858	2852893	0.7878	Unbalanced	S-tag185304	S-tag293460	25279	25021	259
chr2	2	103075499	115560289	12484791	0.8038	Unbalanced	S-tag193979	S-tag225190	26124	25280	845
chr2	2	115576424	118593180	3016757	0.7919	Unbalanced	S-tag324801	S-tag278767	26329	26125	205
chr2	2	118603765	123782129	5178365	0.7977	Unbalanced	S-tag287617	S-tag230383	26682	26330	353
chr2	2	123802355	125143518	1341164	0.7764	Unbalanced	S-tag266694	S-tag116698	26776	26683	94
chr2	2	125159292	128999263	3839972	0.8059	Unbalanced	S-tag167671	S-tag068344	27053	26777	277
