"","Sample","Chromosome","bp.Start","bp.End","Num.of.Markers","Mean"
"1","Sample.1","chr1",742994,12650000,107,-0.150294745450828
"2","Sample.1","chr1",12827192,14850000,10,-0.563394745450828
"3","Sample.1","chr1",14950000,248923211,1346,-0.0355947454508281
"4","Sample.1","chr10",105000,133595233,829,-0.0342947454508281
"5","Sample.1","chr11",180000,134988311,810,-0.00629474545082807
"6","Sample.1","chr12",105000,133182655,808,0.00250525454917193
"7","Sample.1","chr13",18704053,114327164,426,-0.0403947454508281
"8","Sample.1","chr14",19855857,106841859,533,-0.0327947454508281
"9","Sample.1","chr15",20232279,46000000,152,-0.0129947454508281
"10","Sample.1","chr15",46700000,85750000,292,-0.313394745450828
"11","Sample.1","chr15",85950000,88100000,7,-0.655994745450828
"12","Sample.1","chr15",88300000,101840595,100,-0.0658947454508281
"13","Sample.1","chr16",55000,90114173,513,-0.167494745450828
"14","Sample.1","chr17",130000,83123721,613,-0.000894745450828072
"15","Sample.1","chr18",105000,80231643,342,-0.0294947454508281
"16","Sample.1","chr19",180000,58553808,484,-0.0961947454508281
"17","Sample.1","chr2",55000,242091765,1323,-0.140094745450828
"18","Sample.1","chr20",133168,64267084,418,-0.0370947454508281
"19","Sample.1","chr21",10569444,46649992,181,0.0156052545491719
"20","Sample.1","chr22",16657005,50754234,290,0.0200052545491719
"21","Sample.1","chr3",155000,198117780,1033,5.25454917192983e-06
"22","Sample.1","chr4",55000,68350000,280,0.00170525454917193
"23","Sample.1","chr4",68500000,70400000,6,0.481305254549172
"24","Sample.1","chr4",70550000,190061561,518,-0.00199474545082807
"25","Sample.1","chr5",55000,37250000,168,-0.313694745450828
"26","Sample.1","chr5",37500000,181339130,747,-0.0235947454508281
"27","Sample.1","chr6",180000,170622990,941,-0.00479474545082807
"28","Sample.1","chr7",55000,159217987,862,0.00430525454917193
"29","Sample.1","chr8",180000,43150000,249,-0.0427947454508281
"30","Sample.1","chr8",43350000,46650000,5,0.375105254549172
"31","Sample.1","chr8",47000000,145039318,505,-0.0404947454508281
"32","Sample.1","chr9",205000,138167359,548,-0.0188947454508281
"33","Sample.1","chrX",2518744,31100000,98,0.891605254549172
"34","Sample.1","chrX",31350000,36450000,7,1.90840525454917
"35","Sample.1","chrX",36999631,155615448,341,0.845905254549172
"36","Sample.1","chrY",4518744,21219771,13,-2.89659474545083
