"","Sample","Chromosome","bp.Start","bp.End","Num.of.Markers","Mean"
"1","Sample.1","chr1",742994,248923211,1463,-0.0371872619160049
"2","Sample.1","chr10",105000,133595233,829,-0.00348726191600489
"3","Sample.1","chr11",180000,77750000,487,-0.0640872619160049
"4","Sample.1","chr11",77900000,118650000,193,-0.711787261916005
"5","Sample.1","chr11",118750000,134988311,130,-0.0829872619160049
"6","Sample.1","chr12",105000,18950000,137,0.00101273808399511
"7","Sample.1","chr12",19150000,21350000,10,0.477012738083995
"8","Sample.1","chr12",21450000,133182655,661,0.00781273808399511
"9","Sample.1","chr13",18704053,114327164,426,0.0379127380839951
"10","Sample.1","chr14",19855857,106841859,533,-0.0287872619160049
"11","Sample.1","chr15",20232279,101840595,551,-0.0405872619160049
"12","Sample.1","chr16",55000,90114173,513,0.00291273808399511
"13","Sample.1","chr17",130000,83123721,613,-0.000687261916004892
"14","Sample.1","chr18",105000,80231643,342,0.00611273808399511
"15","Sample.1","chr19",180000,58553808,484,0.0663127380839951
"16","Sample.1","chr2",55000,242091765,1323,0.00321273808399511
"17","Sample.1","chr20",133168,64267084,418,-0.0976872619160049
"18","Sample.1","chr21",10569444,46649992,181,0.0528127380839951
"19","Sample.1","chr22",16657005,50754234,290,-0.0509872619160049
"20","Sample.1","chr3",155000,198117780,1033,-0.00288726191600489
"21","Sample.1","chr4",55000,4900000,47,0.0917127380839951
"22","Sample.1","chr4",5200000,6750000,14,-0.573287261916005
"23","Sample.1","chr4",6850000,190061561,743,0.0571127380839951
"24","Sample.1","chr5",55000,181339130,915,-0.00528726191600488
"25","Sample.1","chr6",180000,35150000,267,0.00171273808399511
"26","Sample.1","chr6",35250000,37050000,19,-0.444587261916005
"27","Sample.1","chr6",37150000,170622990,655,0.0422127380839951
"28","Sample.1","chr7",55000,159217987,862,0.0527127380839951
"29","Sample.1","chr8",180000,145039318,759,0.00741273808399511
"30","Sample.1","chr9",205000,138167359,548,-0.0461872619160049
"31","Sample.1","chrX",2518744,155615448,446,0.867512738083995
"32","Sample.1","chrY",4518744,21219771,13,-2.865287261916
