Chrom	Chr	Start	End	Width	BAF.Value	BAF.Status	Start.FeatureName	End.FeatureName	Start.FeatureIdx	End.FeatureIdx	Features
chr1	1	754192	249212878	248458687	0.5	Hetero	S-tag133716	S-tag279722	17813	1	17813
chr2	2	21494	243052331	243030838	0.5	Hetero	S-tag008358	S-tag082861	35915	17814	18102
chr3	3	63411	197852564	197789154	0.5	Hetero	S-tag123447	S-tag251937	51111	35916	15196
chr4	4	69404	190915650	190846247	0.5	Hetero	S-tag272826	S-tag011735	64556	51112	13445
chr5	5	38139	180698312	180660174	0.5	Hetero	S-tag083571	S-tag320993	76910	64557	12354
chr6	6	204909	170913051	170708143	0.5	Hetero	S-tag032787	S-tag281247	89630	76911	12720
chr7	7	41421	81266952	81225532	0.5	Hetero	S-tag316675	S-tag131182	95410	89631	5780
chr7	7	81279545	114759360	33479816	0.6247	Unbalanced	S-tag139621	S-tag206003	97925	95411	2515
chr7	7	114769128	159118443	44349316	0.5	Hetero	S-tag267010	S-tag164900	101597	97926	3672
chr8	8	172417	111244015	111071599	0.5	Hetero	S-tag057861	S-tag250153	110166	101598	8569
chr8	8	111272209	112431130	1158922	0.5364	Unbalanced	S-tag310727	S-tag265684	110246	110167	80
chr8	8	112450138	146292734	33842597	0.5	Hetero	S-tag187063	S-tag181025	113551	110247	3305
chr9	9	204738	141054761	140850024	0.5	Hetero	S-tag285604	S-tag292642	122083	113552	8532
chr10	10	126070	135434303	135308234	0.5	Hetero	S-tag288298	S-tag259257	131774	122084	9691
chr11	11	192764	134938847	134746084	0.5	Hetero	S-tag179986	S-tag183870	141718	131775	9944
chr12	12	189400	133818115	133628716	0.5	Hetero	S-tag092992	S-tag062823	152071	141719	10353
chr13	13	19084823	115103150	96018328	0.5	Hetero	S-tag129068	S-tag056489	160002	152072	7931
chr14	14	20219083	107282024	87062942	0.5	Hetero	S-tag079171	S-tag253878	166755	160003	6753
chr15	15	20161372	102397317	82235946	0.5	Hetero	S-tag171992	S-tag076385	172764	166756	6009
chr16	16	83887	90158005	90074119	0.5	Hetero	S-tag168326	S-tag141503	178602	172765	5838
chr17	17	400959	80263427	79862469	0.5	Hetero	S-tag289750	S-tag027976	185023	178603	6421
chr18	18	12842	78007784	77994943	0.5	Hetero	S-tag291980	S-tag113045	190617	185024	5594
chr19	19	247232	59093239	58846008	0.5	Hetero	S-tag031412	S-tag125192	195453	190618	4836
chr20	20	69094	62912463	62843370	0.5	Hetero	S-tag083344	S-tag288225	200568	195454	5115
chr21	21	9648315	48097610	38449296	0.5	Hetero	S-tag044213	S-tag151578	202915	200569	2347
chr22	22	16054713	51213826	35159114	0.5	Hetero	S-tag002075	S-tag053493	205709	202916	2794
chrX	23	177942	155219364	155041423	0.5	Hetero	S-tag184863	S-tag256428	216908	205710	11199
chrY	24	2660163	28799935	26139773	0.5	Hetero	S-tag316182	S-tag022127	217522	216909	614
