Chrom	Chr	Start	End	Width	BAF.Value	BAF.Status	Start.FeatureName	End.FeatureName	Start.FeatureIdx	End.FeatureIdx	Features
chr1	1	754192	249212878	248458687	0.5	Hetero	S-tag133716	S-tag279722	17813	1	17813
chr2	2	21494	243052331	243030838	0.5	Hetero	S-tag008358	S-tag082861	35915	17814	18102
chr3	3	63411	79921495	79858085	0.5	Hetero	S-tag123447	S-tag293322	42586	35916	6671
chr3	3	79947253	80876966	929714	0.5451	Unbalanced	S-tag040169	S-tag046495	42649	42587	63
chr3	3	80891157	197852564	116961408	0.5	Hetero	S-tag229725	S-tag251937	51111	42650	8462
chr4	4	69404	64179443	64110040	0.5	Hetero	S-tag272826	S-tag058955	55422	51112	4311
chr4	4	64198463	65089961	891499	0.5513	Unbalanced	S-tag197956	S-tag270919	55482	55423	60
chr4	4	65108608	190915650	125807043	0.5	Hetero	S-tag206162	S-tag011735	64556	55483	9074
chr5	5	38139	180698312	180660174	0.5	Hetero	S-tag083571	S-tag320993	76910	64557	12354
chr6	6	204909	170913051	170708143	0.5	Hetero	S-tag032787	S-tag281247	89630	76911	12720
chr7	7	41421	159118443	159077023	0.5	Hetero	S-tag316675	S-tag164900	101597	89631	11967
chr8	8	172417	146292734	146120318	0.5	Hetero	S-tag057861	S-tag181025	113551	101598	11954
chr9	9	204738	141054761	140850024	0.5	Hetero	S-tag285604	S-tag292642	122083	113552	8532
chr10	10	126070	135434303	135308234	0.5	Hetero	S-tag288298	S-tag259257	131774	122084	9691
chr11	11	192764	134938847	134746084	0.5	Hetero	S-tag179986	S-tag183870	141718	131775	9944
chr12	12	189400	133818115	133628716	0.5	Hetero	S-tag092992	S-tag062823	152071	141719	10353
chr13	13	19084823	115103150	96018328	0.5	Hetero	S-tag129068	S-tag056489	160002	152072	7931
chr14	14	20219083	107282024	87062942	0.5	Hetero	S-tag079171	S-tag253878	166755	160003	6753
chr15	15	20161372	102397317	82235946	0.5	Hetero	S-tag171992	S-tag076385	172764	166756	6009
chr16	16	83887	90158005	90074119	0.5	Hetero	S-tag168326	S-tag141503	178602	172765	5838
chr17	17	400959	80263427	79862469	0.5	Hetero	S-tag289750	S-tag027976	185023	178603	6421
chr18	18	12842	78007784	77994943	0.5	Hetero	S-tag291980	S-tag113045	190617	185024	5594
chr19	19	247232	59093239	58846008	0.5	Hetero	S-tag031412	S-tag125192	195453	190618	4836
chr20	20	69094	62912463	62843370	0.5	Hetero	S-tag083344	S-tag288225	200568	195454	5115
chr21	21	9648315	48097610	38449296	0.5	Hetero	S-tag044213	S-tag151578	202915	200569	2347
chr22	22	16054713	51213826	35159114	0.5	Hetero	S-tag002075	S-tag053493	205709	202916	2794
chrX	23	177942	155219364	155041423	0.5	Hetero	S-tag184863	S-tag256428	216908	205710	11199
chrY	24	2660163	28799935	26139773	0.7688	Unbalanced	S-tag316182	S-tag022127	217522	216909	614
