Chrom	Chr	Start	End	Width	BAF.Value	BAF.Status	Start.FeatureName	End.FeatureName	Start.FeatureIdx	End.FeatureIdx	Features
chr1	1	754192	248897288	248143097	0.5	Hetero	S-tag133716	S-tag093750	4555	1	4555
chr2	2	50814	242110786	242059973	0.5	Hetero	S-tag172851	S-tag267479	8858	4556	4303
chr3	3	318667	54718721	54400055	0.5	Hetero	S-tag164739	S-tag000362	9898	8859	1040
chr3	3	54747244	55631684	884441	0.459952379568879	Unbalanced	S-tag082052	S-tag119733	9926	9899	28
chr3	3	55649764	197834365	142184602	0.5	Hetero	S-tag240337	S-tag314701	12676	9927	2750
chr4	4	283118	190204029	189920912	0.5	Hetero	S-tag142859	S-tag248586	16131	12677	3455
chr5	5	462465	180488260	180025796	0.5	Hetero	S-tag179059	S-tag280112	19812	16132	3681
chr6	6	204909	170735458	170530550	0.5	Hetero	S-tag032787	S-tag055386	23070	19813	3258
chr7	7	50257	158032025	157981769	0.5	Hetero	S-tag117640	S-tag022327	26385	23071	3315
chr8	8	403304	145033734	144630431	0.5	Hetero	S-tag050567	S-tag063462	29509	26386	3124
chr9	9	251568	138284557	138032990	0.5	Hetero	S-tag210837	S-tag229736	31940	29510	2431
chr10	10	133341	133764064	133630724	0.5	Hetero	S-tag236498	S-tag271667	34676	31941	2736
chr11	11	295343	78168705	77873363	0.5	Hetero	S-tag105744	S-tag121107	36157	34677	1481
chr11	11	78288908	78785279	496372	0.45120368775294	Unbalanced	S-tag289689	S-tag266220	36176	36158	19
chr11	11	78890921	134862196	55971276	0.5	Hetero	S-tag222506	S-tag109135	37422	36177	1246
chr12	12	218719	133161346	132942628	0.5	Hetero	S-tag321638	S-tag283286	40194	37423	2772
chr13	13	19212262	114282204	95069943	0.5	Hetero	S-tag258264	S-tag023386	42277	40195	2083
chr14	14	20239385	106796014	86556630	0.5	Hetero	S-tag286916	S-tag091268	44197	42278	1920
chr15	15	20212798	101981229	81768432	0.5	Hetero	S-tag251840	S-tag013566	45935	44198	1738
chr16	16	115072	90141355	90026284	0.5	Hetero	S-tag227559	S-tag155284	47423	45936	1488
chr17	17	400959	80187608	79786650	0.5	Hetero	S-tag289750	S-tag242252	49141	47424	1718
chr18	18	276848	78007784	77730937	0.5	Hetero	S-tag307584	S-tag113045	50741	49142	1600
chr19	19	289399	58578578	58289180	0.5	Hetero	S-tag120186	S-tag094154	51963	50742	1222
chr20	20	87112	62912463	62825352	0.5	Hetero	S-tag321081	S-tag288225	53350	51964	1387
chr21	21	14638916	46427961	31789046	0.5	Hetero	S-tag217459	S-tag146492	54019	53351	669
chr22	22	17072483	50743510	33671028	0.5	Hetero	S-tag147424	S-tag158885	54798	54020	779
chrX	23	694994	155017895	154322902	0.5	Hetero	S-tag291904	S-tag043873	57044	54799	2246
chrY	24	2668456	14313362	11644907	0.0480835742229486	Homo	S-tag092530	S-tag280056	57112	57045	68
chrY	24	14376859	16635181	2258323	0.141192025789848	Unbalanced	S-tag212559	S-tag259637	57138	57113	26
chrY	24	16695338	17171837	476500	0.00679325660069785	Homo	S-tag035162	S-tag100432	57153	57139	15
chrY	24	17254839	18547992	1293154	0.217138604260981	Unbalanced	S-tag093698	S-tag273979	57169	57154	16
chrY	24	18633767	19023926	390160	0.400675889849663	Unbalanced	S-tag004026	S-tag001364	57179	57170	10
chrY	24	19068086	21651981	2583896	0.0133317802101374	Homo	S-tag154002	S-tag189275	57205	57180	26
chrY	24	21758297	24465374	2707078	0.287504786315064	Unbalanced	S-tag018177	S-tag292253	57229	57206	24
