"","Sample","Chromosome","bp.Start","bp.End","Num.of.Markers","Mean"
"1","Sample.1","chr1",742994,20625000,191,-0.228228690100682
"2","Sample.1","chr1",20675000,89550000,325,0.0644713098993179
"3","Sample.1","chr1",89700000,121063230,98,-0.418128690100682
"4","Sample.1","chr1",144442294,157975000,94,-0.0407286901006821
"5","Sample.1","chr1",158250000,159325000,5,-0.476928690100682
"6","Sample.1","chr1",159650000,185500000,100,-0.131128690100682
"7","Sample.1","chr1",186025000,199450000,17,-0.630328690100682
"8","Sample.1","chr1",200150000,248898211,233,-0.107228690100682
"9","Sample.1","chr10",130000,133620233,545,-0.384428690100682
"10","Sample.1","chr11",155000,48475000,226,0.00707130989931791
"11","Sample.1","chr11",49250000,56275000,5,-0.608628690100682
"12","Sample.1","chr11",56975000,67425000,113,0.0575713098993179
"13","Sample.1","chr11",67475000,79925000,95,-0.287828690100682
"14","Sample.1","chr11",81575000,110550000,66,-0.631528690100682
"15","Sample.1","chr11",110725000,134888311,139,-0.364128690100682
"16","Sample.1","chr12",80000,38625000,141,-0.0535286901006821
"17","Sample.1","chr12",39350000,47125000,18,-0.394228690100682
"18","Sample.1","chr12",47475000,57975000,100,-0.108228690100682
"19","Sample.1","chr12",58525000,102725000,105,-0.433928690100682
"20","Sample.1","chr12",103200000,133182655,206,-0.141928690100682
"21","Sample.1","chr13",18854053,53175000,141,-0.503728690100682
"22","Sample.1","chr13",54150000,93925000,37,-0.976328690100682
"23","Sample.1","chr13",94450000,114302164,108,-0.440228690100682
"24","Sample.1","chr14",19955857,106541859,364,-0.0192286901006821
"25","Sample.1","chr15",22579121,101840595,375,0.0762713098993179
"26","Sample.1","chr16",80000,1175000,22,-0.182928690100682
"27","Sample.1","chr16",1225000,32532298,178,0.0717713098993179
"28","Sample.1","chr16",33865870,90139173,245,-0.300128690100682
"29","Sample.1","chr17",155000,11600000,115,-0.270828690100682
"30","Sample.1","chr17",11825000,40650000,148,0.106471309899318
"31","Sample.1","chr17",40800000,41250000,5,-0.449328690100682
"32","Sample.1","chr17",41375000,83148721,334,-0.0976286901006821
"33","Sample.1","chr18",130000,14400000,41,-0.0122286901006821
"34","Sample.1","chr18",15055450,80181643,106,-0.400028690100682
"35","Sample.1","chr19",180000,2075000,37,-0.164828690100682
"36","Sample.1","chr19",2125000,44850000,365,0.114971309899318
"37","Sample.1","chr19",44950000,58578808,176,-0.318728690100682
"38","Sample.1","chr2",130000,76175000,305,-0.392828690100682
"39","Sample.1","chr2",77875000,82850000,6,0.0653713098993179
"40","Sample.1","chr2",84375000,87450000,21,0.316271309899318
"41","Sample.1","chr2",88100000,183050000,250,-0.00512869010068209
"42","Sample.1","chr2",183825000,189275000,7,-0.539328690100682
"43","Sample.1","chr2",189525000,242091765,233,0.0521713098993179
"44","Sample.1","chr20",183168,64292084,251,0.0267713098993179
"45","Sample.1","chr21",14007904,46649992,97,-0.0180286901006821
"46","Sample.1","chr22",16657005,50754234,206,-0.266428690100682
"47","Sample.1","chr3",155000,75100000,279,0.00777130989931791
"48","Sample.1","chr3",75675000,98225000,19,-0.519928690100682
"49","Sample.1","chr3",98525000,189025000,276,-0.0169286901006821
"50","Sample.1","chr3",189475000,191850000,5,-0.283528690100682
"51","Sample.1","chr3",192550000,198092780,39,0.0657713098993179
"52","Sample.1","chr4",155000,58014397,202,0.0102713098993179
"53","Sample.1","chr4",60485691,70500000,8,-0.833628690100682
"54","Sample.1","chr4",70725000,190061561,265,-0.303828690100682
"55","Sample.1","chr5",80000,17050000,86,0.0395713098993179
"56","Sample.1","chr5",17275000,29975000,8,-0.462728690100682
"57","Sample.1","chr5",31325000,102500000,170,-0.0508286901006821
"58","Sample.1","chr5",103000000,107500000,5,-0.450228690100682
"59","Sample.1","chr5",107725000,140725000,119,0.0119713098993179
"60","Sample.1","chr5",140775000,141175000,7,-0.315828690100682
"61","Sample.1","chr5",141250000,160525000,80,0.0458713098993179
"62","Sample.1","chr5",161075000,166975000,8,-0.227428690100682
"63","Sample.1","chr5",167900000,181339130,96,0.0911713098993179
"64","Sample.1","chr6",205000,53875000,334,0.0280713098993179
"65","Sample.1","chr6",54775000,157375000,231,-0.306828690100682
"66","Sample.1","chr6",157500000,170647990,101,0.248271309899318
"67","Sample.1","chr7",80000,6875000,89,0.0751713098993179
"68","Sample.1","chr7",7125000,20525000,26,-0.279928690100682
"69","Sample.1","chr7",20950000,57425000,133,-0.0158286901006821
"70","Sample.1","chr7",57784827,78275000,54,-0.341328690100682
"71","Sample.1","chr7",79000000,86150000,9,-1.17552869010068
"72","Sample.1","chr7",87175000,98450000,37,-0.539628690100682
"73","Sample.1","chr7",98725000,101925000,35,-0.169328690100682
"74","Sample.1","chr7",102050000,159242987,243,0.0435713098993179
"75","Sample.1","chr8",205000,13175000,77,0.0748713098993179
"76","Sample.1","chr8",13400000,17300000,5,-0.256828690100682
"77","Sample.1","chr8",17475000,145039318,400,-0.0602286901006821
"78","Sample.1","chr9",480000,30075000,24,-0.280528690100682
"79","Sample.1","chr9",32775000,138067359,215,0.148971309899318
"80","Sample.1","chrX",2718744,10850000,9,0.536871309899318
"81","Sample.1","chrX",11425000,57902790,99,0.871571309899318
"82","Sample.1","chrX",63106271,155640448,163,0.494871309899318
"83","Sample.1","chrY",5592201,20998668,7,-4.21152869010068
