Chrom	Chr	Start	End	Width	BAF.Value	BAF.Status	Start.FeatureName	End.FeatureName	Start.FeatureIdx	End.FeatureIdx	Features
chr1	1	843405	248569369	247725965	0.5	Hetero	S-tag208223	S-tag056830	5164	1	5164
chr2	2	50814	242110786	242059973	0.5	Hetero	S-tag172851	S-tag267479	10466	5165	5302
chr3	3	63411	79906109	79842699	0.5	Hetero	S-tag123447	S-tag162138	12573	10467	2107
chr3	3	79947253	80863774	916522	0.454867845332181	Unbalanced	S-tag040169	S-tag004759	12600	12574	27
chr3	3	80901660	197815437	116913778	0.5	Hetero	S-tag213260	S-tag189370	15545	12601	2945
chr4	4	689743	64176859	63487117	0.5	Hetero	S-tag281903	S-tag181826	16755	15546	1210
chr4	4	64198463	65089961	891499	0.448698291778564	Unbalanced	S-tag197956	S-tag270919	16780	16756	25
chr4	4	65108608	190122470	125013863	0.5	Hetero	S-tag206162	S-tag219781	19417	16781	2637
chr5	5	202064	44328270	44126207	0.5	Hetero	S-tag120062	S-tag100958	20464	19418	1047
chr5	5	44347791	46401271	2053481	0.467501327842821	Unbalanced	S-tag105391	S-tag318030	20550	20465	86
chr5	5	49529137	180643732	131114596	0.5	Hetero	S-tag189710	S-tag007775	23735	20551	3185
chr6	6	204909	170694124	170489216	0.5	Hetero	S-tag032787	S-tag174624	27296	23736	3561
chr7	7	50257	159054952	159004696	0.5	Hetero	S-tag117640	S-tag248029	30925	27297	3629
chr8	8	464592	145069678	144605087	0.5	Hetero	S-tag293098	S-tag223315	34840	30926	3915
chr9	9	266505	138327242	138060738	0.5	Hetero	S-tag322388	S-tag031373	37504	34841	2664
chr10	10	133341	133664823	133531483	0.5	Hetero	S-tag236498	S-tag180673	40836	37505	3332
chr11	11	192764	134816133	134623370	0.5	Hetero	S-tag179986	S-tag069321	43827	40837	2991
chr12	12	197841	61133434	60935594	0.5	Hetero	S-tag082295	S-tag055918	45352	43828	1525
chr12	12	61190272	63023970	1833699	0.46853820170675	Unbalanced	S-tag051425	S-tag240264	45422	45353	70
chr12	12	63055772	133235332	70179561	0.5	Hetero	S-tag050732	S-tag087887	47097	45423	1675
chr13	13	20640847	114313494	93672648	0.5	Hetero	S-tag226810	S-tag226153	49755	47098	2658
chr14	14	20350572	106875905	86525334	0.5	Hetero	S-tag022399	S-tag310533	51847	49756	2092
chr15	15	22773604	101962723	79189120	0.5	Hetero	S-tag034188	S-tag003856	53597	51848	1750
chr16	16	83887	90158005	90074119	0.5	Hetero	S-tag168326	S-tag141503	55467	53598	1870
chr17	17	400959	80180346	79779388	0.5	Hetero	S-tag289750	S-tag167994	57291	55468	1824
chr18	18	132671	78007784	77875114	0.5	Hetero	S-tag158720	S-tag113045	59123	57292	1832
chr19	19	260912	58491627	58230716	0.5	Hetero	S-tag314055	S-tag276799	60481	59124	1358
chr20	20	69094	62860980	62791887	0.5	Hetero	S-tag083344	S-tag059293	62114	60482	1633
chr21	21	14773232	46488169	31714938	0.5	Hetero	S-tag035068	S-tag115274	62816	62115	702
chr22	22	17089569	50809482	33719914	0.5	Hetero	S-tag205376	S-tag125534	63656	62817	840
chrX	23	817976	23784010	22966035	0.5	Hetero	S-tag169498	S-tag321738	64098	63657	442
chrX	23	23806582	24970230	1163649	0.46391342612023	Unbalanced	S-tag183982	S-tag106569	64145	64099	47
chrX	23	25000842	153169480	128168639	0.5	Hetero	S-tag170225	S-tag294148	66271	64146	2126
chrY	24	2683005	24384444	21701440	0.0325107583417915	Homo	S-tag254299	S-tag010063	66479	66272	208
