"","Sample","Chromosome","bp.Start","bp.End","Num.of.Markers","Mean"
"1","Sample.1","chr1",742994,186025000,814,0.0854932025954172
"2","Sample.1","chr1",186500000,199450000,16,-0.543106797404583
"3","Sample.1","chr1",200150000,248898211,233,0.0143932025954172
"4","Sample.1","chr10",130000,50200000,191,-0.404106797404583
"5","Sample.1","chr10",50500000,68375000,34,-0.719806797404583
"6","Sample.1","chr10",68500000,133620233,320,-0.338906797404583
"7","Sample.1","chr11",155000,48475000,226,-0.0121067974045828
"8","Sample.1","chr11",49250000,56275000,5,-0.643406797404583
"9","Sample.1","chr11",56975000,134888311,413,-0.00150679740458284
"10","Sample.1","chr12",80000,57975000,259,-0.172006797404583
"11","Sample.1","chr12",58525000,88325000,61,-0.547506797404583
"12","Sample.1","chr12",88800000,133182655,250,-0.0256067974045828
"13","Sample.1","chr13",18854053,53175000,141,-0.531706797404583
"14","Sample.1","chr13",54150000,70975000,12,-1.28770679740458
"15","Sample.1","chr13",72300000,80475000,17,-0.725006797404583
"16","Sample.1","chr13",82250000,94650000,10,-1.24860679740458
"17","Sample.1","chr13",94725000,114302164,106,-0.437806797404583
"18","Sample.1","chr14",19955857,39275000,68,-0.108806797404583
"19","Sample.1","chr14",40500000,52850000,28,-0.509306797404583
"20","Sample.1","chr14",53050000,106541859,268,-0.0336067974045828
"21","Sample.1","chr15",22579121,101840595,375,0.140293202595417
"22","Sample.1","chr16",80000,90139173,445,0.0534932025954172
"23","Sample.1","chr17",155000,2375000,32,0.0853932025954172
"24","Sample.1","chr17",2525000,31200000,169,-0.245606797404583
"25","Sample.1","chr17",31450000,82425000,389,0.147093202595417
"26","Sample.1","chr17",82500000,83148721,12,-0.163406797404583
"27","Sample.1","chr18",130000,80181643,147,-0.0822067974045828
"28","Sample.1","chr19",180000,9850000,141,0.0540932025954172
"29","Sample.1","chr19",9950000,10275000,5,-0.264106797404583
"30","Sample.1","chr19",10325000,32425000,143,0.00779320259541717
"31","Sample.1","chr19",32600000,58578808,289,-0.331306797404583
"32","Sample.1","chr2",130000,75650000,304,0.00399320259541717
"33","Sample.1","chr2",76175000,82850000,7,-0.354106797404583
"34","Sample.1","chr2",84375000,179925000,264,-0.0469067974045828
"35","Sample.1","chr2",180475000,189275000,14,-0.546506797404583
"36","Sample.1","chr2",189525000,242091765,233,0.0245932025954172
"37","Sample.1","chr20",183168,64292084,251,0.00479320259541716
"38","Sample.1","chr21",14007904,30525000,14,-0.364406797404583
"39","Sample.1","chr21",31125000,46649992,83,0.0110932025954172
"40","Sample.1","chr22",16657005,50754234,206,0.0436932025954172
"41","Sample.1","chr3",155000,75100000,279,0.0133932025954172
"42","Sample.1","chr3",75675000,97850000,18,-0.626806797404583
"43","Sample.1","chr3",98225000,189025000,277,-0.0709067974045828
"44","Sample.1","chr3",189475000,191850000,5,-0.377806797404583
"45","Sample.1","chr3",192550000,198092780,39,0.0451932025954172
"46","Sample.1","chr4",155000,190061561,475,-0.133906797404583
"47","Sample.1","chr5",80000,17050000,86,0.257793202595417
"48","Sample.1","chr5",17275000,29975000,8,-0.294106797404583
"49","Sample.1","chr5",31325000,140725000,294,0.145693202595417
"50","Sample.1","chr5",140775000,141175000,7,-0.142206797404583
"51","Sample.1","chr5",141250000,161650000,82,0.249993202595417
"52","Sample.1","chr5",161925000,165025000,5,-0.119206797404583
"53","Sample.1","chr5",166975000,181339130,97,0.290493202595417
"54","Sample.1","chr6",205000,26275000,116,-0.377206797404583
"55","Sample.1","chr6",26350000,32450000,90,0.317493202595417
"56","Sample.1","chr6",32525000,32725000,5,-0.706506797404583
"57","Sample.1","chr6",32775000,39525000,56,0.325293202595417
"58","Sample.1","chr6",39825000,170647990,399,-0.0320067974045828
"59","Sample.1","chr7",80000,6875000,89,0.130593202595417
"60","Sample.1","chr7",7125000,21325000,28,-0.306206797404583
"61","Sample.1","chr7",21700000,65850000,143,-0.0195067974045828
"62","Sample.1","chr7",66100000,77875000,41,-0.295006797404583
"63","Sample.1","chr7",78275000,96625000,39,-0.815106797404583
"64","Sample.1","chr7",96975000,102350000,47,-0.194806797404583
"65","Sample.1","chr7",102675000,127400000,54,-0.666006797404583
"66","Sample.1","chr7",127600000,159242987,185,-0.319206797404583
"67","Sample.1","chr8",205000,13175000,77,0.0571932025954172
"68","Sample.1","chr8",13400000,17300000,5,-0.368306797404583
"69","Sample.1","chr8",17475000,145039318,400,-0.0233067974045828
"70","Sample.1","chr9",480000,138067359,239,0.0123932025954172
"71","Sample.1","chrX",2718744,155640448,271,0.572893202595417
"72","Sample.1","chrY",5592201,20998668,7,-4.20580679740458
