"","Sample","Chromosome","bp.Start","bp.End","Num.of.Markers","Mean"
"1","Sample.1","chr1",717994,1475000,14,-0.994551380248793
"2","Sample.1","chr1",1525000,10475000,135,-0.414251380248793
"3","Sample.1","chr1",10550000,55025000,567,-0.0908513802487933
"4","Sample.1","chr1",55125000,248923211,1224,0.153548619751207
"5","Sample.1","chr10",105000,133620233,1029,0.167148619751207
"6","Sample.1","chr11",155000,79575000,707,-0.0847513802487933
"7","Sample.1","chr11",80275000,117700000,202,0.188148619751207
"8","Sample.1","chr11",117775000,125875000,107,-0.0632513802487933
"9","Sample.1","chr11",125925000,134988311,81,-0.361151380248793
"10","Sample.1","chr12",80000,8625000,106,-0.323951380248793
"11","Sample.1","chr12",8725000,132775000,923,0.0159486197512067
"12","Sample.1","chr12",132825000,133207655,8,-0.304251380248793
"13","Sample.1","chr13",18729053,21725000,30,0.147248619751207
"14","Sample.1","chr13",21850000,37100000,115,0.419548619751207
"15","Sample.1","chr13",37350000,66625000,137,-0.258251380248793
"16","Sample.1","chr13",67075000,110425000,165,0.553348619751207
"17","Sample.1","chr13",110475000,114327164,64,0.338448619751207
"18","Sample.1","chr14",19855857,57150000,213,0.116248619751207
"19","Sample.1","chr14",57300000,106841859,478,-0.332851380248793
"20","Sample.1","chr15",20232279,101840595,694,-0.0175513802487933
"21","Sample.1","chr16",55000,33865870,329,-0.409151380248793
"22","Sample.1","chr16",34892311,51275000,54,-0.0749513802487933
"23","Sample.1","chr16",51500000,90139173,384,-0.922051380248793
"24","Sample.1","chr17",130000,725000,10,0.117748619751207
"25","Sample.1","chr17",775000,10425000,145,-0.392051380248793
"26","Sample.1","chr17",10550000,16375000,36,0.678448619751207
"27","Sample.1","chr17",16425000,22631840,63,0.439748619751207
"28","Sample.1","chr17",27092990,40625000,149,0.102648619751207
"29","Sample.1","chr17",40700000,41425000,13,0.329248619751207
"30","Sample.1","chr17",41475000,68525000,289,0.127748619751207
"31","Sample.1","chr17",68625000,72050000,13,0.507748619751207
"32","Sample.1","chr17",72225000,83148721,187,0.0791486197512067
"33","Sample.1","chr18",130000,80231643,404,0.238748619751207
"34","Sample.1","chr19",180000,43775000,544,0.00574861975120667
"35","Sample.1","chr19",43850000,44450000,11,0.225148619751207
"36","Sample.1","chr19",44550000,58225000,234,-0.00605138024879334
"37","Sample.1","chr19",58275000,58578808,7,-0.545751380248793
"38","Sample.1","chr2",105000,17875000,157,-0.284551380248793
"39","Sample.1","chr2",18000000,156050000,856,-0.00865138024879334
"40","Sample.1","chr2",156350000,173800000,106,-0.255051380248793
"41","Sample.1","chr2",173975000,242116765,505,0.00444861975120666
"42","Sample.1","chr20",158168,52175000,426,0.265948619751207
"43","Sample.1","chr20",52425000,55300000,16,0.561048619751207
"44","Sample.1","chr20",56100000,64292084,117,0.288848619751207
"45","Sample.1","chr21",10569444,46674992,240,-0.281151380248793
"46","Sample.1","chr22",16557005,50754234,432,-0.0542513802487933
"47","Sample.1","chr3",230000,175525000,1031,0.122448619751207
"48","Sample.1","chr3",176375000,177850000,7,-0.235251380248793
"49","Sample.1","chr3",178075000,186850000,78,0.0104486197512067
"50","Sample.1","chr3",186925000,189275000,23,-0.808551380248793
"51","Sample.1","chr3",189475000,192250000,16,0.151448619751207
"52","Sample.1","chr3",192450000,198142780,70,-0.0821513802487933
"53","Sample.1","chr4",55000,92550000,499,0.130048619751207
"54","Sample.1","chr4",93300000,190061561,427,-0.243951380248793
"55","Sample.1","chr5",55000,15550000,130,0.000548619751206667
"56","Sample.1","chr5",15750000,50404904,130,0.274348619751207
"57","Sample.1","chr5",50825000,93425000,226,0.0764486197512067
